date,pOpen,pHigh,pLow,pClose,pVolume,pSma_w,pEma_w,pSma_3,pEma_3,pSma_7,pEma_7,pSma_15,pEma_15,pSma_10,pEma_10,pSma_30,pEma_30,pSma_60,pEma_60,pSma_90,pEma_90,pK,pD,pMacd,pSignal,sOpen,sHigh,sLow,sBuzz,sVolume,SumSentiment,AvgSentiment,sClose,sentiment,sSma_w,sEma_w,sSma_3,sEma_3,sSma_7,sEma_7,sSma_15,sEma_15,sSma_10,sEma_10,sSma_30,sEma_30,sSma_60,sEma_60,sSma_90,sEma_90,sK,sD,sMacd,sSignal,pMacd_Hist,sMacd_Hist,match
22-06-2016,1.13324988,1.13324988,1.13324988,1.13324988,0,1.1283592,1.129307,1.13026667,1.13032138,1.12698591,1.12879467,1.1291703,1.12778711,1.12748992,1.12829435,1.12540352,1.12781811,1.13100278,1.12996066,1.13006735,1.13006735,73.332756,58.4484444,0.000349521637,-0.000300327927,5,9,1,6,30,5,5,5,5,4.6,4.7563405,5,4.824872,4.571429,4.70341,4.5333333,4.646698,4.5,4.66411638,4.733333,4.63479137,4.5666666,4.577843,4.51111126,4.512129,44.4444466,42.4089165,0.0138392448,-0.05255143,0.000649849535,0.06639068,true
21-06-2016,1.12595,1.12595,1.12595,1.12595,0,1.1269592,1.12733567,1.12838328,1.12739289,1.12639308,1.12730968,1.12819362,1.12700677,1.12814987,1.12719309,1.12570834,1.12744355,1.13109887,1.1298492,1.13002384,1.13002384,43.8382034,53.4870071,-0.000152468681,-0.000312911143,4,8,1,9,43,4,4,4,4,4.4,4.63451052,5.33333349,4.649744,4.571429,4.60454655,4.6,4.596226,4.5,4.58947563,4.7,4.60960436,4.6,4.563533,4.5,4.50116539,33.3333359,41.7304077,-0.0203595161,-0.0564962476,0.000160442461,0.03613673,true
20-06-2016,1.1315999,1.1315999,1.1315999,1.1315999,0,1.12593925,1.12802851,1.12753332,1.1288358,1.12630737,1.12776291,1.12734365,1.12715769,1.12911987,1.1274693,1.12608671,1.12754655,1.13129914,1.1299814,1.13008034,1.13008034,69.04279,56.7032738,-0.0000478029251,-0.000279042462,6,9,2,10,38,6,6,6,6,4.6,4.951766,4.66666651,5.29948759,4.571429,4.80606174,4.6,4.68140125,4.5,4.72047,4.733333,4.651646,4.6,4.582636,4.51111126,4.51242733,55.5555573,44.5294342,0.03810501,-0.0493963547,0.000231239537,0.08750136,false
19-06-2016,0,0,0,0,0,0,1.12624288,0,1.12607169,0,1.12648392,0,1.126523,0,1.12655139,0,1.127267,0,1.12992656,0,1.13005888,0,52.5901,-0.0004887581,-0.0002568033,6,10,2,3,6,6,6,6,6,4.4,4.427649,4,4.598975,4.285714,4.40808249,4.6,4.49303,4.3,4.43613,4.5666666,4.558656,4.5666666,4.53459,4.477778,4.47899866,55.5555573,40.85406,-0.0914635658,-0.0509290174,-0.0002319548,-0.04053455,false
18-06-2016,0,0,0,0,0,0,1.12624288,0,1.12607169,0,1.12648392,0,1.126523,0,1.12655139,0,1.127267,0,1.12992656,0,1.13005888,0,52.5901,-0.0004887581,-0.000185569123,2,4,1,3,3,2,2,2,2,4,3.64147377,3.66666675,3.19795036,4.142857,3.87744331,4.6,4.27774858,4.3,4.0886035,4.5666666,4.45925331,4.5333333,4.484915,4.44444466,4.444819,12.5,35.9535637,-0.255509853,-0.0295182336,-0.000303188979,-0.225991622,true
17-06-2016,1.1276,1.1276,1.1276,1.1276,0,1.12543929,1.12624288,1.12575,1.12607169,1.12630022,1.12648392,1.126177,1.126523,1.12950492,1.12655139,1.12631011,1.127267,1.13140523,1.12992656,1.13005888,1.13005888,54.03365,52.5901,-0.0004887581,-0.00008406904,4,7,1,5,27,4,4,4,4,4.4,4.46221066,4.66666651,4.39590073,4.428571,4.50325775,4.733333,4.60314131,4.5,4.55273771,4.633333,4.628857,4.5666666,4.569149,4.5,4.49975872,37.5,43.77142,-0.05390358,0.020865282,-0.000404689054,-0.07476886,true
16-06-2016,1.1234,1.1234,1.1234,1.1234,0,1.12498927,1.12556434,1.1235,1.12454343,1.12805021,1.12611187,1.12510693,1.12636924,1.130405,1.12631834,1.12673831,1.127244,1.13143194,1.13000548,1.130094,1.130094,41.87272,52.1089172,-0.000637292862,-0.000014768706,5,8,2,4,21,5,5,5,5,4.6,4.693316,4.66666651,4.79180145,4.428571,4.67101,4.8,4.68930435,4.7,4.675568,4.633333,4.67222643,4.55,4.58844233,4.51111126,4.510989,50,45.8618927,0.0005669594,0.03961701,-0.0006225242,-0.03905005,true
15-06-2016,1.12624991,1.12624991,1.12624991,1.12624991,0,1.12661922,1.12664652,1.1254,1.12568688,1.1298002,1.12701583,1.124837,1.12679338,1.129575,1.12696683,1.12730169,1.12750912,1.13137984,1.13022935,1.13019109,1.13019109,51.9431534,55.5209846,-0.0003899336,-0.00006417433,5,9,2,6,29,5,5,5,5,4.4,4.539974,4.33333349,4.58360338,4.571429,4.56134653,4.8,4.6449194,4.6,4.603472,4.633333,4.64962149,4.483333,4.574491,4.5,4.5,50,44.48252,-0.0317349434,0.06297477,-0.000325759262,-0.09470972,true
14-06-2016,1.12085,1.12085,1.12085,1.12085,0,1.12933934,1.12684476,1.1251,1.125124,1.1311146,1.12727118,1.12412691,1.126871,1.12880993,1.12712622,1.12806165,1.1275959,1.1312089,1.1303643,1.130249,1.130249,32.86211,56.7135963,-0.000358700752,-0.00026437972,4,7,1,6,32,4,4,4,4,4.2,4.30996132,4.33333349,4.167207,4.428571,4.41512871,4.733333,4.59419346,4.7,4.515355,4.6,4.62545729,4.4666667,4.560067,4.494382,4.494382,37.5,42.643364,-0.07250261,0.08055862,-0.00009432103,-0.153061241,true
13-06-2016,1.1291,1.1291,1.1291,1.1291,0,1.1322993,1.12984216,1.12866652,1.12939811,1.13336456,1.12941158,1.12368023,1.12773108,1.128045,1.128521,1.12903512,1.12806118,1.13112807,1.13068676,1.13038933,1.13038933,62.014,64.66409,0.000236272812,-0.0006196366,4,7,1,9,40,4,4,4,4,4.6,4.464942,4.33333349,4.334414,4.714286,4.553505,4.866667,4.679078,4.9,4.62987852,4.733333,4.66859245,4.483333,4.57905245,4.5,4.5,37.5,44.35782,-0.0216641426,0.113143392,0.0008559094,-0.134807527,true
12-06-2016,0,0,0,0,0,0,1.13021326,0,1.12969613,0,1.12951541,0,1.12753558,0,1.12839234,0,1.12798953,0,1.13074052,0,1.13040888,0,65.5474548,0.000152349472,-0.00104100176,0,0,0,0,0,0,0,0,0,4.6,4.697413,4.33333349,4.668828,4.714286,4.73800659,4.9333334,4.776089,4.9,4.76985168,4.766667,4.714702,4.5,4.59868145,4.50574732,4.50574732,50,46.64376,0.0435395241,0.130461425,0.00119335123,-0.0869219,true
11-06-2016,0,0,0,0,0,0,1.13021326,0,1.12969613,0,1.12951541,0,1.12753558,0,1.12839234,0,1.12798953,0,1.13074052,0,1.13040888,0,65.5474548,0.000152349472,-0.001453042,4,6,2,3,4,4,4,4,4,4.8,4.546119,4.66666651,4.337656,4.857143,4.650676,4.66666651,4.744102,4.9,4.71870756,4.766667,4.6950264,4.5,4.58507729,4.5,4.5,37.5,45.5250168,0.0243110657,0.12804164,0.0016053915,-0.103730574,true
10-06-2016,1.12534988,1.12534988,1.12534988,1.12534988,0,1.13356936,1.13021326,1.13225,1.12969613,1.13136458,1.12951541,1.12318683,1.12753558,1.126545,1.12839234,1.12982678,1.12798953,1.13092291,1.13074052,1.13040888,1.13040888,48.7628365,65.5474548,0.000152349472,-0.00206583086,4,8,1,5,28,4,4,4,4,4.8,4.81917858,4.66666651,4.675312,5.142857,4.867568,4.733333,4.85040236,5,4.87842035,4.8,4.7429595,4.516667,4.60491037,4.50588226,4.50588226,37.5,48.20002,0.101233482,0.13440387,0.00221818034,-0.0331703871,true
09-06-2016,1.13155,1.13155,1.13155,1.13155,0,1.13581932,1.13264489,1.13568342,1.1340425,1.1304003,1.13090384,1.12297356,1.12784779,1.125165,1.12906837,1.13047171,1.12817156,1.13080215,1.13092327,1.13048673,1.13048673,70.671196,71.14233,0.0004247427,-0.00268295081,6,9,2,5,26,6,6,6,6,5.2,5.228768,5.33333349,5.350624,5.142857,5.15675735,4.866667,4.97188854,5,5.073625,4.8,4.794198,4.516667,4.625416,4.51190472,4.51190472,62.5,51.7666931,0.19794178,0.129256308,0.00310769351,0.06868547,false
08-06-2016,1.13985,1.13985,1.13985,1.13985,0,1.13252938,1.13319242,1.13698339,1.13653493,1.12777889,1.13068843,1.12222016,1.12731886,1.123945,1.12851691,1.13059175,1.12793863,1.1306479,1.130902,1.13047,1.13047,100,71.29937,0.000134944916,-0.003366722,4,7,1,5,28,4,4,4,4,5.2,4.84315157,4.66666651,4.701248,5,4.87567663,4.866667,4.82501554,5,4.867764,4.766667,4.711039,4.4666667,4.57881975,4.493976,4.493976,37.5,48.1889267,0.114861965,0.109492935,0.003501667,0.00536903,true
07-06-2016,1.13564992,1.13564992,1.13564992,1.13564992,0,1.12827933,1.12986362,1.13590014,1.13321984,1.12410033,1.12763453,1.12107015,1.12552869,1.12152,1.1259985,1.13035667,1.12711716,1.130377,1.13059878,1.13032115,1.13032115,96.2072,61.73249,-0.00108194351,-0.00399438525,6,9,3,7,36,6,6,6,6,5.2,5.264727,5.33333349,5.402497,5.142857,5.16756868,4.9333334,4.942875,5.1,5.06060028,4.766667,4.760076,4.483333,4.59844065,4.5,4.5,62.5,51.7519,0.210786819,0.105301328,0.00291244173,0.105485491,false
06-06-2016,1.13545,1.13545,1.13545,1.13545,0,1.12378943,1.12697041,1.12905014,1.13078976,1.12065744,1.12496281,1.12077343,1.1240828,1.1193701,1.1238538,1.13016331,1.12652874,1.130248,1.1304276,1.1302352,1.1302352,95.40914,50.24092,-0.002191782,-0.004457593,4,8,1,10,40,4,4,4,4,5,4.89709044,5.33333349,4.80499363,4.857143,4.89009142,4.8,4.79185724,4.6,4.851845,4.633333,4.674564,4.483333,4.55093,4.48148155,4.48148155,37.5,48.1691971,0.12651968,0.07579342,0.002265811,0.0507262573,true
05-06-2016,0,0,0,0,0,0,1.12273061,0,1.12612951,0,1.12146711,0,1.12245893,0,1.12127686,0,1.1259135,0,1.13025737,0,1.13014972,0,35.184845,-0.003556013,-0.004797485,6,9,3,4,4,6,6,6,6,5.2,5.345636,5.33333349,5.60998726,5.142857,5.18678856,4.866667,4.90497971,4.7,5.04114342,4.7,4.72108555,4.5,4.569606,4.4875,4.4875,62.5,51.7255936,0.220760345,0.0483412743,0.00124147208,0.172419071,false
04-06-2016,0,0,0,0,0,0,1.12273061,0,1.12612951,0,1.12146711,0,1.12245893,0,1.12127686,0,1.1259135,0,1.13025737,0,1.13014972,0,35.184845,-0.003556013,-0.00498579629,6,9,3,5,3,6,6,6,6,4.8,5.018454,5,5.219975,5,4.915718,4.5333333,4.748548,4.7,4.828064,4.6,4.6328845,4.483333,4.52111769,4.468354,4.468354,62.5,48.1341248,0.134198189,0.0465385653,0.00142978318,0.08765963,false
03-06-2016,1.1366,1.1366,1.1366,1.1366,0,1.11951947,1.12273061,1.12343335,1.12612951,1.11835742,1.12146711,1.1205101,1.12245893,1.117995,1.12127686,1.12987173,1.1259135,1.1301223,1.13025737,1.13014972,1.13014972,100,35.184845,-0.003556013,-0.00509944232,4,7,1,10,47,4,4,4,4,4.8,4.52768135,4.66666651,4.43995,4.285714,4.554291,4.5333333,4.56976938,4.7,4.56763363,4.5333333,4.53860044,4.45,4.470986,4.448718,4.448718,37.5,43.3454971,0.0217614174,0.05487384,0.00154342921,-0.03311242,true
02-06-2016,1.1151,1.1151,1.1151,1.1151,0,1.11450934,1.11579585,1.11563337,1.115659,1.11535752,1.11642277,1.12012339,1.12043881,1.11655009,1.11787164,1.12939668,1.12517655,1.13004231,1.13004231,1.13004231,1.13004231,17.7947216,13.5797911,-0.005362749,-0.00519863749,5,8,1,10,41,5,5,5,5,5,4.791522,4.66666651,4.8799,4.428571,4.73905468,4.5333333,4.651165,4.8,4.693774,4.5,4.575745,4.45,4.48695135,4.4545455,4.4545455,50,45.294,0.0815711,0.0647145361,-0.000164111611,0.0168565661,true
01-06-2016,1.11859989,1.11859989,1.11859989,1.11859989,0,1.11535943,1.11614382,1.1153,1.11621785,1.11522174,1.11686373,1.12163675,1.12120152,1.11706507,1.1184876,1.12985337,1.12587154,1.13029563,1.13029563,1.13029563,1.13029563,26.8568268,12.1748142,-0.00540173054,-0.005029016,5,8,2,5,18,5,5,5,5,4.2,4.687283,5,4.75979948,4.571429,4.652073,4.4666667,4.60133171,4.7,4.62572432,4.4666667,4.54648638,4.4333334,4.46955967,4.44736862,4.44736862,50,43.7253342,0.0549054146,0.0537072271,-0.000372714363,0.00119818747,true
31-05-2016,1.1132,1.1132,1.1132,1.1132,0,1.11475945,1.11491573,1.11295009,1.11383581,1.1156646,1.11628509,1.12322342,1.12157321,1.117465,1.11846268,1.13024,1.126373,1.13049722,1.13049722,1.13049722,1.13049722,5.34839344,7.2808094,-0.00572919846,-0.00474558957,4,8,1,6,25,4,4,4,4,4.2,4.53092432,5,4.519599,4.714286,4.53609753,4.4666667,4.544379,4.7,4.542552,4.4666667,4.51520967,4.45,4.45157862,4.44,4.44,37.5,41.6337776,0.0200715065,0.0388766937,-0.0009836089,-0.0188051872,true
30-05-2016,1.1141,1.1141,1.1141,1.1141,0,1.11494946,1.11577356,1.11500013,1.11447167,1.11694312,1.11731339,1.12483,1.12276936,1.119265,1.11963212,1.13098836,1.12728155,1.13080072,1.13080072,1.13080072,1.13080072,8.26584,7.924948,-0.00551402569,-0.004366848,6,9,2,8,23,6,6,6,6,4.6,4.79638624,4,5.0391984,4.857143,4.714797,4.4666667,4.62214756,4.4,4.663119,4.5,4.550741,4.4666667,4.46688652,4.44594574,4.44594574,62.5,43.0117035,0.07713747,0.030695226,-0.00114717754,0.0464422442,false
29-05-2016,0,0,0,0,0,0,1.11661029,0,1.11484337,0,1.11838448,0,1.12400782,0,1.12086153,0,1.12819064,0,1.131099,0,1.131099,0,7.811318,-0.00525081158,-0.004012015,5,9,1,4,4,5,5,5,5,4.6,4.1945796,3.66666675,4.078397,4.571429,4.286396,4.6,4.42531157,4.4,4.366034,4.4333334,4.45079231,4.45,4.41491652,4.42465734,4.42465734,44.4444466,36.5156021,-0.0547842979,0.008493053,-0.00123879639,-0.06327735,true
28-05-2016,0,0,0,0,0,0,1.11661029,0,1.11484337,0,1.11838448,0,1.12400782,0,1.12086153,0,1.12819064,0,1.131099,0,1.131099,0,7.811318,-0.00525081158,-0.003686428,1,2,1,4,3,1,1,1,1,4.6,3.79186916,4,3.156793,4.571429,4.04852772,4.6,4.343213,4.3,4.22515249,4.366667,4.41291571,4.45,4.395083,4.41666651,4.41666651,1e-7,33.872654,-0.120549679,0.0365971476,-0.00156438351,-0.157146826,true
27-05-2016,1.11155,1.11155,1.11155,1.11155,0,1.1164695,1.11661029,1.11550009,1.11484337,1.11782169,1.11838448,1.12644339,1.12400782,1.12100494,1.12086153,1.13155329,1.12819064,1.131099,1.131099,1.131099,1.131099,1e-7,7.811318,-0.00525081158,-0.00328698428,5,8,2,8,30,5,5,5,5,5.2,5.18780375,5.66666651,5.313586,4.571429,5.06470346,4.866667,4.820815,4.6,4.941853,4.5333333,4.648289,4.5,4.51017046,4.464789,4.464789,44.4444466,45.16354,0.204535961,0.0606227443,-0.00196382729,0.143913209,true
26-05-2016,1.11935,1.11935,1.11935,1.11935,0,1.11858952,1.11914051,1.11636686,1.11813688,1.11940026,1.12066269,1.12837,1.1257875,1.12292993,1.12293077,1.132168,1.12933826,1.13145447,1.13145447,1.13145447,1.13145447,18.4071941,10.4150906,-0.004578829,-0.00276909932,6,9,2,9,34,6,6,6,6,5.2,5.281706,5.66666651,5.627172,4.714286,5.08627129,4.866667,4.79521751,4.6,4.928931,4.5333333,4.62403345,4.483333,4.493566,4.457143,4.457143,55.5555573,45.4032364,0.209215641,0.0564670041,-0.0018097295,0.152748644,false
25-05-2016,1.1156,1.1156,1.1156,1.1156,0,1.11876953,1.11903572,1.11715019,1.11692381,1.12109315,1.12110019,1.1297667,1.1267072,1.124775,1.12372649,1.1324631,1.13002717,1.13167858,1.13167858,1.13167858,1.13167858,5.13296556,7.75105667,-0.00444877148,-0.00220032525,6,9,3,8,32,6,6,6,6,4.2,4.922559,5,5.254344,4.428571,4.781695,4.733333,4.623106,4.4,4.690916,4.5,4.529139,4.4666667,4.44250059,4.43478251,4.43478251,55.5555573,42.01913,0.110327721,0.06165462,-0.00224844622,0.0486731,false
24-05-2016,1.11414993,1.11414993,1.11414993,1.11414993,0,1.12016952,1.12075353,1.11933339,1.11824751,1.12336457,1.12293363,1.13199663,1.128294,1.127455,1.12553239,1.13282633,1.1310221,1.131982,1.131982,1.131982,1.131982,1e-7,8.623754,-0.003836155,-0.00158392056,5,7,2,6,24,5,5,5,5,4.2,4.383838,4.66666651,4.508688,4.142857,4.375593,4.66666651,4.426407,4.6,4.400008,4.4666667,4.42770052,4.41666651,4.389704,4.41176462,4.41176462,44.4444466,37.50699,-0.0174946785,0.07869223,-0.00225223438,-0.0961869061,true
23-05-2016,1.12169993,1.12169993,1.12169993,1.12169993,0,1.1235795,1.12405527,1.12136686,1.12234521,1.12574315,1.12586153,1.13439,1.13031459,1.12977,1.12806189,1.13328969,1.1321857,1.13232493,1.13232493,1.13232493,1.13232493,4.865589,11.4983377,-0.00285089016,-0.000961528858,4,7,1,9,30,4,4,4,4,4,4.075757,3.33333325,4.01737547,4.142857,4.16745758,4.6,4.34446526,4.6,4.266677,4.4,4.38823175,4.4,4.369016,4.402985,4.402985,33.3333359,35.1945,-0.07856941,0.121920109,-0.0018893613,-0.200489521,true
22-05-2016,0,0,0,0,0,0,1.12523293,0,1.12299061,0,1.12724876,0,1.13154519,0,1.12947571,0,1.13290882,0,1.13253319,0,1.13253319,0,13.7092543,-0.002320528,-0.000448611041,5,9,1,3,4,5,5,5,5,4,4.11363554,4,4.034751,4.142857,4.22327662,4.4666667,4.393675,4.7,4.325938,4.5,4.415006,4.4,4.381525,4.409091,4.409091,44.4444466,35.814888,-0.0535616875,0.141381845,-0.00187191693,-0.194943532,true
21-05-2016,0,0,0,0,0,0,1.12523293,0,1.12299061,0,1.12724876,0,1.13154519,0,1.12947571,0,1.13290882,0,1.13253319,0,1.13253319,0,13.7092543,-0.002320528,0.00000537766346,1,1,1,3,1,1,1,1,1,4,3.67045355,3.66666675,3.0695014,4.571429,3.96436882,4.5333333,4.307057,4.7,4.176147,4.4666667,4.374662,4.4,4.36056,4.4,4.4,1e-7,32.93837,-0.122682095,0.152852535,-0.00232590572,-0.27553463,true
20-05-2016,1.12214983,1.12214983,1.12214983,1.12214983,0,1.12553954,1.12523293,1.12166691,1.12299061,1.128043,1.12724876,1.13646674,1.13154519,1.13142991,1.12947571,1.13394284,1.13290882,1.13253319,1.13253319,1.13253319,1.13253319,5.8277173,13.7092543,-0.002320528,0.0005589591,6,9,2,6,27,6,6,6,6,4.6,5.00568056,4.66666651,5.139003,5.142857,4.95249176,4.66666651,4.779494,5,4.88195753,4.5666666,4.607397,4.4333334,4.47447729,4.453125,4.453125,55.5555573,43.9178276,0.198152542,0.165270016,-0.00287948712,0.0328825265,false
19-05-2016,1.12025,1.12025,1.12025,1.12025,0,1.12726951,1.12677443,1.1246835,1.12383151,1.13093591,1.12894845,1.13797009,1.13288736,1.13326,1.13110363,1.134548,1.13365078,1.13274086,1.13274086,1.13274086,1.13274086,1e-7,16.3364334,-0.001655817,0.0011561712,4,7,1,5,30,4,4,4,4,5,4.508521,4.33333349,4.2780056,5,4.60332251,4.5333333,4.605136,4.9,4.63350344,4.5,4.5113554,4.383333,4.422765,4.428571,4.428571,33.3333359,40.0385857,0.09568071,0.133462742,-0.00281198835,-0.03778203,true
18-05-2016,1.1226,1.1226,1.1226,1.1226,0,1.13077962,1.13003659,1.12843359,1.127413,1.13337159,1.131848,1.13896346,1.13469267,1.13526511,1.1335156,1.13521636,1.134575,1.13299572,1.13299572,1.13299572,1.13299572,1e-7,21.78191,-0.000589847565,0.00167824165,4,8,1,3,19,4,4,4,4,5.2,4.76278162,4.33333349,4.55601168,5.142857,4.80443,4.4666667,4.69158363,4.9,4.774282,4.5,4.54662132,4.4333334,4.43709564,4.435484,4.435484,33.3333359,42.27367,0.167134285,0.113550082,-0.00226808921,0.0535842031,true
17-05-2016,1.1312,1.1312,1.1312,1.1312,0,1.13473964,1.13375485,1.13116682,1.132226,1.13561451,1.13493061,1.13964343,1.13642013,1.13791013,1.13594127,1.13570964,1.13540089,1.13321233,1.13321233,1.13321233,1.13321233,1.81434822,29.0425453,0.0005401373,0.00213301182,5,8,1,2,17,5,5,5,5,5.4,5.144172,5.66666651,5.11202335,5.142857,5.07257366,4.4666667,4.79038143,4.7,4.946345,4.4666667,4.584319,4.45,4.4519124,4.442623,4.442623,44.4444466,45.25378,0.2559042,0.07516948,-0.00159287453,0.180734724,true
16-05-2016,1.1315,1.1315,1.1315,1.1315,0,1.13595963,1.1350323,1.13336682,1.13325191,1.136936,1.13617408,1.13955343,1.1371659,1.13979506,1.13699484,1.13601959,1.13569057,1.13325512,1.13325512,1.13325512,1.13325512,7.173807,38.11861,0.00109887123,0.002510521,4,7,2,4,22,4,4,4,4,5.4,5.21625853,5.66666651,5.22404671,5.142857,5.096765,4.4666667,4.760436,4.8,4.93442154,4.33333349,4.55565166,4.4333334,4.4333334,4.4333334,4.4333334,33.3333359,45.52356,0.263666153,0.0250884965,-0.00141164986,0.238577664,true
15-05-2016,0,0,0,0,0,0,1.1367985,0,1.13500381,0,1.13773215,0,1.13797534,0,1.1382159,0,1.13597953,0,1.13329327,0,1.13329327,0,48.4335442,0.00176537037,0.00282594888,8,10,5,2,2,8,8,8,8,5.4,5.824388,6,6.448093,5.142857,5.462353,4.5333333,4.86907,4.7,5.142071,4.33333349,4.59397268,4.440678,4.440678,4.440678,4.440678,77.77778,49.5869675,0.371556282,-0.00525858672,-0.00106057851,0.376814872,false
14-05-2016,0,0,0,0,0,0,1.1367985,0,1.13500381,0,1.13773215,0,1.13797534,0,1.1382159,0,1.13597953,0,1.13329327,0,1.13329327,0,48.4335442,0.00176537037,0.00306732114,0,0,0,0,0,0,0,0,0,4.8,4.736582,5,4.896186,4.285714,4.616471,4.266667,4.42179441,4.3,4.50697565,4.233333,4.359074,4.37931,4.37931,4.37931,4.37931,44.4444466,40.19003,0.09658623,-0.06654228,-0.00130195078,0.16312851,true
13-05-2016,1.13079989,1.13079989,1.13079989,1.13079989,0,1.13731956,1.1367985,1.13700008,1.13500381,1.138193,1.13773215,1.13923335,1.13797534,1.1419301,1.1382159,1.13631964,1.13597953,1.13329327,1.13329327,1.13329327,1.13329327,15.6785784,48.4335442,0.00176537037,0.00333964825,5,8,2,5,33,5,5,5,5,4.6,4.6048727,4.66666651,4.792372,4.428571,4.488628,4.133333,4.339194,4.1,4.39741468,4.233333,4.31487226,4.368421,4.368421,4.368421,4.368421,44.4444466,38.77189,0.04967451,-0.08722901,-0.00157427788,0.136903524,true
12-05-2016,1.1378,1.1378,1.1378,1.1378,0,1.13924956,1.13979781,1.13916671,1.1392076,1.14080024,1.1400429,1.13867009,1.13900042,1.14332008,1.139864,1.13656628,1.1363368,1.1333487,1.1333487,1.1333487,1.1333487,50.65584,59.3518677,0.002661705,0.00364637375,5,9,1,3,21,5,5,5,5,4,4.407309,4.66666651,4.58474445,4.142857,4.31817055,4.2,4.244793,4,4.263507,4.233333,4.267622,4.357143,4.357143,4.357143,4.357143,44.4444466,36.88104,-0.0109248161,-0.101050988,-0.0009846687,0.09012617,true
11-05-2016,1.14239991,1.14239991,1.14239991,1.14239991,0,1.13974953,1.14079666,1.13933337,1.14061522,1.14255023,1.14079058,1.13807,1.13917184,1.14305508,1.14032257,1.136603,1.13623583,1.13324761,1.13324761,1.13324761,1.13324761,65.7374954,62.2505455,0.00305438042,0.003791107,4,8,1,3,22,4,4,4,4,4.2,4.11096334,4.33333349,4.169489,4,4.09089375,4.2,4.136906,4,4.09984159,4.233333,4.217113,4.34545469,4.34545469,4.34545469,4.34545469,33.3333359,34.3599,-0.08811283,-0.09459678,-0.0007367267,0.00648394972,true
10-05-2016,1.1372999,1.1372999,1.1372999,1.1372999,0,1.14107966,1.139995,1.13868344,1.13883042,1.14404309,1.14025414,1.13725662,1.13871062,1.14209509,1.139861,1.13648987,1.13581073,1.13303483,1.13303483,1.13303483,1.13303483,49.0162354,61.08823,0.003042817,0.0037948424,5,8,1,5,29,5,5,5,5,4,4.16644526,3.66666675,4.338978,3.857143,4.1211915,4.266667,4.156464,4.1,4.12202835,4.233333,4.232086,4.351852,4.351852,4.351852,4.351852,44.4444466,34.7020874,-0.08353329,-0.07366983,-0.0007520253,-0.009863459,true
09-05-2016,1.13830006,1.13830006,1.13830006,1.13830006,0,1.14362955,1.14134252,1.1396836,1.14036107,1.14510036,1.14123893,1.13714659,1.1389122,1.14135015,1.14043009,1.13651216,1.13570809,1.13293326,1.13293326,1.13293326,1.13293326,52.2954521,65.11223,0.00350308418,0.00363891665,4,7,1,5,25,4,4,4,4,3.8,3.74966812,4,3.67795515,3.71428561,3.82825518,4.266667,4.035959,4,3.92692327,4.16666651,4.17912674,4.3396225,4.3396225,4.3396225,4.3396225,33.3333359,31.4546318,-0.178291082,-0.0572009347,-0.000135832466,-0.121090144,true
08-05-2016,0,0,0,0,0,0,1.14286375,0,1.1424222,0,1.14221859,0,1.13899958,0,1.14090347,0,1.1355294,0,1.13280237,0,1.13280237,0,69.38449,0.00393772125,0.00343185,2,4,1,2,3,2,2,2,2,3.6,3.62450218,3.66666675,3.3559103,3.857143,3.77100682,4.2,4.04109573,3.9,3.91068387,4.2,4.19148,4.34615374,4.34615374,4.34615374,4.34615374,11.1111116,30.8283958,-0.1948247,-0.0353485756,0.000505871139,-0.159476116,true
07-05-2016,0,0,0,0,0,0,1.14286375,0,1.1424222,0,1.14221859,0,1.13899958,0,1.14090347,0,1.1355294,0,1.13280237,0,1.13280237,0,69.38449,0.00393772125,0.00317649054,6,10,2,3,4,6,6,6,6,4,4.43675327,4.33333349,4.7118206,4.285714,4.36134243,4.5333333,4.3326807,4.3,4.33528042,4.33333349,4.34261656,4.392157,4.392157,4.392157,4.392157,55.5555573,37.4008255,-0.009457588,-0.006942855,0.0007612307,-0.002514733,false
